"PRODUCT NAME","CODE EA","RATTANA UNIT EA","CODE PA","RATTANA UNIT PA","CODE BP","RATTANA UNIT BP","CODE CS","RATTANA UNIT CS","UNIT EA","UNIT PA","UNIT BP","UNIT CS","QTY EA","QTY PA","QTY BP","QTY CS","CS PALLET","CS LAYER","NUMBER OF LAYERS","PRICE CC00 EA","PRICE CC00 PA","PRICE CC00 BP","PRICE CC00 CS","PRICE CC01 EA","PRICE CC01 PA","PRICE CC01 BP","PRICE CC01 CS","PRICE CC02 EA","PRICE CC02 PA","PRICE CC02 BP","PRICE CC02 CS","PRICE CC03 EA","PRICE CC03 PA","PRICE CC03 BP","PRICE CC03 CS","PRICE S00 EA","PRICE S00 PA","PRICE S00 BP","PRICE S00 CS","PRICE S01 EA","PRICE S01 PA","PRICE S01 BP","PRICE S01 CS","PRICE S02 EA","PRICE S02 PA","PRICE S02 BP","PRICE S02 CS","PRICE S03 EA","PRICE S03 PA","PRICE S03 BP","PRICE S03 CS","CAT BU","CAT TYPE","CAT GROUP","CAT BRAND","CAT SIZE","CAT VENDOR","VENDOR CODE","VENDOR NAME","SKU LIFE (DAYS)","UNIT VALUE","DESCRIPTION","FIRST STOCK DATE","SHORT NAME","STOCK W1","STOCK W2","STOCK W3","STOCK W4","STOCK C4","STOCK E1","STOCK EW2","STOCK EW3","STOCK EW4","STOCK V1","STOCK V2","STOCK V3","STOCK V4","STOCK SM","STOCK SD","STOCK HW1","STOCK HW4","STOCK PROMO1","AVERAGE 60D_W1","AVERAGE 60D_W2","AVERAGE 60D_W3","AVERAGE 60D_W4","AVERAGE 60D_C4","RANK W1","RANK W2","RANK W3","RANK W4","RANK C4","IB W1","IB W2","IB W3","IB W4","IB C4","SKU_USAGE","SKU_LEAD_TIME","OR W1","OR REF W1","OR_CS.EA W1","OR W2","OR REF W2","OR_CS.EA W2","OR W3","OR REF W3","OR_CS.EA W3","OR W4","OR REF W4","OR_CS.EA W4","OR C4","OR REF C4","OR_CS.EA C4","SELL 7D W1","SELL 7D W2","SELL 7D W3","SELL 7D W4","SELL 7D C4","AGENT","GOODS_WEIGHT","VAT STATUS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"แอทตูน ถุงเก็บน้ำนม 30ถุง 4ออนซ์","","","","","","","8858740519724","CS","","","","ชิ้นx1(CS)","","","","1","0","0","0","","","","56","","","","57","","","","59","","","","61","","","","","","","","","","","","","","","","","Bplus FMCG","ผลิตภัณฑ์โภชนาการสำหรับเด็กและทารก","ผลิตภัณฑ์สำหรับเด็กและทารก","ATTOON","ไม่กำหนดขนาด","บริษัท เอเพ็ค บิซิเนส จำกัด","CR06900063","บจก. เอเพ็ค บิซิเนส","365","0","","2026/03/10","","","","","","6.0","","","","","","","","","","","","","","0","0","0","0","0","","","","","","","","","","2026/03/10 VOLUME 6.0 FREE 0.0 VALUE 55.20","","7","","","","","","","","","","","","","","","","0","0","0","0","0","","0","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"แอทตูน ถุงเท้าเด็กคละสี","","","","","","","8858740506380","CS","","","","ชิ้นx1(CS)","","","","1","0","0","0","","","","19","","","","20","","","","25","","","","29","","","","","","","","","","","","","","","","","Bplus FMCG","ผลิตภัณฑ์โภชนาการสำหรับเด็กและทารก","ผลิตภัณฑ์สำหรับเด็กและทารก","ATTOON","ไม่กำหนดขนาด","บริษัท เอเพ็ค บิซิเนส จำกัด","CR06900063","บจก. เอเพ็ค บิซิเนส","365","0","","2026/03/10","","","","","","11.0","","","","","","","","","","","","","","0","0","0","0","0","","","","","F","","","","","2026/03/10 VOLUME 12.0 FREE 0.0 VALUE 18.45","","7","","","","","","","","","","","","","","","","0","0","0","0","0","","0","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"แอทตูน ถุงมือ+ถุงเท้าเด็กพิมพ์ลาย","","","","","","","8858740518505","CS","","","","ชิ้นx1(CS)","","","","1","0","0","0","","","","35","","","","36","","","","37","","","","37","","","","","","","","","","","","","","","","","Bplus FMCG","ผลิตภัณฑ์โภชนาการสำหรับเด็กและทารก","ผลิตภัณฑ์สำหรับเด็กและทารก","ATTOON","ไม่กำหนดขนาด","บริษัท เอเพ็ค บิซิเนส จำกัด","CR06900063","บจก. เอเพ็ค บิซิเนส","365","0","","2026/03/10","","","","","","12.0","","","","","","","","","","","","","","0","0","0","0","0","","","","","","","","","","2026/03/10 VOLUME 12.0 FREE 0.0 VALUE 33.02","","7","","","","","","","","","","","","","","","","0","0","0","0","0","","0","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"แอทตูน ถุงมือ+ถุงเท้าเด็กลายการ์ตูน","","","","","","","8858740502351","CS","","","","ชิ้นx1(CS)","","","","1","0","0","0","","","","20","","","","21","","","","21","","","","21","","","","","","","","","","","","","","","","","Bplus FMCG","ผลิตภัณฑ์โภชนาการสำหรับเด็กและทารก","ผลิตภัณฑ์สำหรับเด็กและทารก","ATTOON","ไม่กำหนดขนาด","บริษัท เอเพ็ค บิซิเนส จำกัด","CR06900063","บจก. เอเพ็ค บิซิเนส","365","0","","2026/03/10","","","","","","10.0","","","","","","","","","","","","","","0","0","0","0","0","","","","","F","","","","","2026/03/10 VOLUME 12.0 FREE 0.0 VALUE 31.07","","7","","","","","","","","","","","","","","","","0","0","0","0","0","","0","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"แอทตูน ถุงมือผ้าพิมพ์ลาย","","","","","","","8858740502504","CS","","","","ชิ้นx1(CS)","","","","1","0","0","0","","","","14","","","","15","","","","15","","","","16","","","","","","","","","","","","","","","","","Bplus FMCG","ผลิตภัณฑ์โภชนาการสำหรับเด็กและทารก","ผลิตภัณฑ์สำหรับเด็กและทารก","ATTOON","ไม่กำหนดขนาด","บริษัท เอเพ็ค บิซิเนส จำกัด","CR06900063","บจก. เอเพ็ค บิซิเนส","365","0","","2026/03/10","","","","","","12.0","","","","","","","","","","","","","","0","0","0","0","0","","","","","","","","","","2026/03/10 VOLUME 12.0 FREE 0.0 VALUE 13.59","","7","","","","","","","","","","","","","","","","0","0","0","0","0","","0","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"แอทตูน ที่ดูดน้ำมูกซิลิโคน","","","","","","","8858740514941","CS","","","","ชิ้นx1(CS)","","","","1","0","0","0","","","","47","","","","47","","","","50","","","","51","","","","","","","","","","","","","","","","","Bplus FMCG","ผลิตภัณฑ์โภชนาการสำหรับเด็กและทารก","ผลิตภัณฑ์สำหรับเด็กและทารก","ATTOON","ไม่กำหนดขนาด","บริษัท เอเพ็ค บิซิเนส จำกัด","CR06900063","บจก. เอเพ็ค บิซิเนส","365","0","","2026/03/10","","","","","","6.0","","","","","","","","","","","","","","0","0","0","0","0","","","","","","","","","","2026/03/10 VOLUME 6.0 FREE 0.0 VALUE 46.00","","7","","","","","","","","","","","","","","","","0","0","0","0","0","","0","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"แอทตูน ที่นอนปิคนิคเล็กถุงหิ้ว","","","","","","","8858740516532","CS","","","","ชิ้นx1(CS)","","","","1","0","0","0","","","","180","","","","185","","","","185","","","","189","","","","","","","","","","","","","","","","","Bplus FMCG","ผลิตภัณฑ์โภชนาการสำหรับเด็กและทารก","ผลิตภัณฑ์สำหรับเด็กและทารก","ATTOON","ไม่กำหนดขนาด","บริษัท เอเพ็ค บิซิเนส จำกัด","CR06900063","บจก. เอเพ็ค บิซิเนส","365","0","","2026/03/10","","","","","","2.0","","","","","","","","","","","","","","0","0","0","0","0","","","","","","","","","","2026/03/10 VOLUME 2.0 FREE 0.0 VALUE 179.64","","7","","","","","","","","","","","","","","","","0","0","0","0","0","","0","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"แอทตูน ที่นอนรังผึ้งพร้อมมุ้ง","","","","","","","8858740521062","CS","","","","ชิ้นx1(CS)","","","","1","0","0","0","","","","400","","","","405","","","","405","","","","409","","","","","","","","","","","","","","","","","Bplus FMCG","ผลิตภัณฑ์โภชนาการสำหรับเด็กและทารก","ผลิตภัณฑ์สำหรับเด็กและทารก","ATTOON","ไม่กำหนดขนาด","บริษัท เอเพ็ค บิซิเนส จำกัด","CR06900063","บจก. เอเพ็ค บิซิเนส","365","0","","2026/03/10","","","","","","1.0","","","","","","","","","","","","","","0","0","0","0","0","","","","","","","","","","2026/03/10 VOLUME 2.0 FREE 0.0 VALUE 383.57","","7","","","","","","","","","","","","","","","","0","0","0","0","0","","0","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"แอทตูน ไทรทันโกลด์ ขวดนมแพ็คคู่ 5ออนซ์","","","","","","","8858740523493","CS","","","","ชิ้นx1(CS)","","","","1","0","0","0","","","","","","","","","","","","215","","","","219","","","","","","","","","","","","","","","","","Bplus FMCG","ผลิตภัณฑ์โภชนาการสำหรับเด็กและทารก","ผลิตภัณฑ์สำหรับเด็กและทารก","ATTOON","ไม่กำหนดขนาด","บริษัท เอเพ็ค บิซิเนส จำกัด","CR06900063","บจก. เอเพ็ค บิซิเนส","365","0","","2026/03/10","","","","","","4.0","","","","","","","","","","","","","","0","0","0","0","0","","","","","F","","","","","2026/03/10 VOLUME 6.0 FREE 0.0 VALUE 190.28","","7","","","","","","","","","","","","","","","","0","0","0","0","0","","0","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"แอทตูน ไทรทันโกลด์ ขวดนมแพ็คคู่ 8ออนซ์","","","","","","","8858740523509","CS","","","","ชิ้นx1(CS)","","","","1","0","0","0","","","","","","","","","","","","225","","","","229","","","","","","","","","","","","","","","","","Bplus FMCG","ผลิตภัณฑ์โภชนาการสำหรับเด็กและทารก","ผลิตภัณฑ์สำหรับเด็กและทารก","ATTOON","ไม่กำหนดขนาด","บริษัท เอเพ็ค บิซิเนส จำกัด","CR06900063","บจก. เอเพ็ค บิซิเนส","365","0","","2026/03/10","","","","","","5.0","","","","","","","","","","","","","","0","0","0","0","0","","","","","","","","","","2026/03/10 VOLUME 6.0 FREE 0.0 VALUE 198.96","","7","","","","","","","","","","","","","","","","0","0","0","0","1","","0","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"แอทตูน ไทรทันโกลด์ ขวดนมวาล์ลคู่เติมอากาศ 4ออนซ์","","","","","","","8858740522724","CS","","","","ชิ้นx1(CS)","","","","1","0","0","0","","","","","","","","","","","","103","","","","105","","","","","","","","","","","","","","","","","Bplus FMCG","ผลิตภัณฑ์โภชนาการสำหรับเด็กและทารก","ผลิตภัณฑ์สำหรับเด็กและทารก","ATTOON","ไม่กำหนดขนาด","บริษัท เอเพ็ค บิซิเนส จำกัด","CR06900063","บจก. เอเพ็ค บิซิเนส","365","0","","2026/03/10","","","","","","3.0","","","","","","","","","","","","","","0","0","0","0","0","","","","","","","","","","2026/03/10 VOLUME 3.0 FREE 0.0 VALUE 92.09","","7","","","","","","","","","","","","","","","","0","0","0","0","0","","0","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
