"PRODUCT NAME","CODE EA","RATTANA UNIT EA","CODE PA","RATTANA UNIT PA","CODE BP","RATTANA UNIT BP","CODE CS","RATTANA UNIT CS","UNIT EA","UNIT PA","UNIT BP","UNIT CS","QTY EA","QTY PA","QTY BP","QTY CS","CS PALLET","CS LAYER","NUMBER OF LAYERS","PRICE CC00 EA","PRICE CC00 PA","PRICE CC00 BP","PRICE CC00 CS","PRICE CC01 EA","PRICE CC01 PA","PRICE CC01 BP","PRICE CC01 CS","PRICE CC02 EA","PRICE CC02 PA","PRICE CC02 BP","PRICE CC02 CS","PRICE CC03 EA","PRICE CC03 PA","PRICE CC03 BP","PRICE CC03 CS","PRICE S00 EA","PRICE S00 PA","PRICE S00 BP","PRICE S00 CS","PRICE S01 EA","PRICE S01 PA","PRICE S01 BP","PRICE S01 CS","PRICE S02 EA","PRICE S02 PA","PRICE S02 BP","PRICE S02 CS","PRICE S03 EA","PRICE S03 PA","PRICE S03 BP","PRICE S03 CS","CAT BU","CAT TYPE","CAT GROUP","CAT BRAND","CAT SIZE","CAT VENDOR","VENDOR CODE","VENDOR NAME","SKU LIFE (DAYS)","UNIT VALUE","DESCRIPTION","FIRST STOCK DATE","SHORT NAME","STOCK W1","STOCK W2","STOCK W3","STOCK W4","STOCK C4","STOCK E1","STOCK EW2","STOCK EW3","STOCK EW4","STOCK V1","STOCK V2","STOCK V3","STOCK V4","STOCK SM","STOCK SD","STOCK HW1","STOCK HW4","STOCK PROMO1","AVERAGE 60D_W1","AVERAGE 60D_W2","AVERAGE 60D_W3","AVERAGE 60D_W4","AVERAGE 60D_C4","RANK W1","RANK W2","RANK W3","RANK W4","RANK C4","IB W1","IB W2","IB W3","IB W4","IB C4","SKU_USAGE","SKU_LEAD_TIME","OR W1","OR REF W1","OR_CS.EA W1","OR W2","OR REF W2","OR_CS.EA W2","OR W3","OR REF W3","OR_CS.EA W3","OR W4","OR REF W4","OR_CS.EA W4","OR C4","OR REF C4","OR_CS.EA C4","SELL 7D W1","SELL 7D W2","SELL 7D W3","SELL 7D W4","SELL 7D C4","AGENT","GOODS_WEIGHT","VAT STATUS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"การ์นิเย่ แอนตี้-แอคเน่ 3อิน1 50มล.","8994993018246","EA","","","","","8850434285892","CS","ชิ้นx1(EA)","","","ลังx12(CS)","1","","","12","0","0","0","71","","","850","72","","","860","74","","","870","75","","","876","","","","","","","","","","","","","","","","","Bplus FMCG","ผลิตภัณฑ์ที่ใช้กับใบหน้า","ผลิตภัณฑ์ดูแลผิวหน้า","การ์นิเย่","ไม่กำหนดขนาด","บจก. ลอรีอัล (ประเทศไทย)","CR06800068","บจก. ปฐมนคร เค.เอ็ม.พี. (ลอรีอัล)","365","1","","2026/03/07","","","","","","1.11","","","","","","","","","","","","","","0","0","0","0","0","","","","","F","","","","","2026/03/11 VOLUME 2.0 FREE 0.0 VALUE 802.11","","7","","","","","","","","","","","","","","","","0","0","0","0","0","","0","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"เมย์เบลลีน ซุปเปอร์สเตย์ทินท์ 15 2มล.","6902395976943","EA","6902395884576","PA","","","6902395889595","CS","ชิ้นx1(EA)","แพ็คx6(PA)","","ลังx72(CS)","1","6","","72","0","0","0","","","","","","","","","","","","","45","264","","3096","","","","","","","","","","","","","","","","","Bplus FMCG","ผลิตภัณฑ์ที่ใช้กับร่างกาย","ผลิตภัณฑ์ดูแลผิวหน้า","เมย์เบลลีน","ไม่กำหนดขนาด","บจก. ลอรีอัล (ประเทศไทย)","CR06800068","บจก. ปฐมนคร เค.เอ็ม.พี. (ลอรีอัล)","365","0","","2026/03/11","","","","","","0.31","","","","","","","","","","","","","","0","0","0","0","0","","","","","F","","","","","2026/03/11 VOLUME 0.36 FREE 0.0 VALUE 3353.24","","7","","","","","","","","","","","","","","","","0","0","0","0","1","","0","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"เมย์เบลลีน ซุปเปอร์สเตย์ทินท์ 25 2มล.","6902395879480","EA","6902395884545","PA","","","6902395889472","CS","ชิ้นx1(EA)","แพ็คx6(PA)","","ลังx72(CS)","1","6","","72","0","0","0","","","","","","","","","","","","","45","264","","3096","","","","","","","","","","","","","","","","","Bplus FMCG","ผลิตภัณฑ์ที่ใช้กับร่างกาย","ผลิตภัณฑ์ดูแลผิวหน้า","เมย์เบลลีน","ไม่กำหนดขนาด","บจก. ลอรีอัล (ประเทศไทย)","CR06800068","บจก. ปฐมนคร เค.เอ็ม.พี. (ลอรีอัล)","365","0","","2026/03/11","","","","","","0.29","","","","","","","","","","","","","","0","0","0","0","0","","","","","F","","","","","2026/03/11 VOLUME 0.36 FREE 0.0 VALUE 3353.24","","7","","","","","","","","","","","","","","","","0","0","0","0","2","","0","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"เมย์เบลลีน ซุปเปอร์สเตย์ทินท์ 30 2มล.","6902395976929","EA","6902395884552","PA","","","6902395889519","CS","ชิ้นx1(EA)","แพ็คx6(PA)","","ลังx72(CS)","1","6","","72","0","0","0","","","","","","","","","","","","","45","264","","3096","","","","","","","","","","","","","","","","","Bplus FMCG","ผลิตภัณฑ์ที่ใช้กับร่างกาย","ผลิตภัณฑ์ดูแลผิวหน้า","เมย์เบลลีน","ไม่กำหนดขนาด","บจก. ลอรีอัล (ประเทศไทย)","CR06800068","บจก. ปฐมนคร เค.เอ็ม.พี. (ลอรีอัล)","365","0","","2026/03/11","","","","","","0.23","","","","","","","","","","","","","","0","0","0","0","0","","","","","F","","","","","2026/03/11 VOLUME 0.36 FREE 0.0 VALUE 3353.24","","7","","","","","","","","","","","","","","","","0","0","0","0","1","","0","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"เมย์เบลลีน ซุปเปอร์สเตย์ทินท์ 75 2มล.","6902395976936","EA","6902395884569","PA","","","6902395889557","CS","ชิ้นx1(EA)","แพ็คx6(PA)","","ลังx72(CS)","1","6","","72","0","0","0","","","","","","","","","","","","","45","264","","3096","","","","","","","","","","","","","","","","","Bplus FMCG","ผลิตภัณฑ์ที่ใช้กับร่างกาย","ผลิตภัณฑ์ดูแลผิวหน้า","เมย์เบลลีน","ไม่กำหนดขนาด","บจก. ลอรีอัล (ประเทศไทย)","CR06800068","บจก. ปฐมนคร เค.เอ็ม.พี. (ลอรีอัล)","365","0","","2026/03/11","","","","","","0.34","","","","","","","","","","","","","","0","0","0","0","0","","","","","F","","","","","2026/03/11 VOLUME 0.36 FREE 0.0 VALUE 3353.24","","7","","","","","","","","","","","","","","","","0","0","0","0","0","","0","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"เมย์เบลลีน ซุปเปอร์สเตย์ลูมิแมท 110 5มล.","8850434349624","EA","6902395975427","PA","","","6902395875376","CS","ชิ้นx1(EA)","แพ็คx6(PA)","","ลังx72(CS)","1","6","","72","0","0","0","69","","","","69","","","","69","","","","55","318","","3744","","","","","","","","","","","","","","","","","Bplus FMCG","ผลิตภัณฑ์ที่ใช้กับร่างกาย","ผลิตภัณฑ์ดูแลผิวหน้า","เมย์เบลลีน","ไม่กำหนดขนาด","บจก. ลอรีอัล (ประเทศไทย)","CR06800068","บจก. ปฐมนคร เค.เอ็ม.พี. (ลอรีอัล)","365","0","","2026/03/11","","","","","","0.29","","","","","","","","","","","","","","0","0","0","0","0","","","","","F","","","","","2026/03/11 VOLUME 0.36 FREE 0.0 VALUE 3353.24","","7","","","","","","","","","","","","","","","","0","0","0","0","1","","0","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"เมย์เบลลีน ซุปเปอร์สเตย์ลูมิแมท 120 5มล.","8850434349631","EA","6902395975434","PA","","","6902395875383","CS","ชิ้นx1(EA)","แพ็คx6(PA)","","ลังx72(CS)","1","6","","72","0","0","0","69","","","","69","","","","69","","","","55","318","","3744","","","","","","","","","","","","","","","","","Bplus FMCG","ผลิตภัณฑ์ที่ใช้กับร่างกาย","ผลิตภัณฑ์ดูแลผิวหน้า","เมย์เบลลีน","ไม่กำหนดขนาด","บจก. ลอรีอัล (ประเทศไทย)","CR06800068","บจก. ปฐมนคร เค.เอ็ม.พี. (ลอรีอัล)","365","0","","2026/03/11","","","","","","0.28","","","","","","","","","","","","","","0","0","0","0","0.1","","","","","F","","","","","2026/03/11 VOLUME 0.36 FREE 0.0 VALUE 3353.24","","7","","","","","","","","","","","","","","","","0","0","0","0","1","","0","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"เมย์เบลลีน ซุปเปอร์สเตย์ลูมิแมท 128 5มล.","8850434349648","EA","6902395975441","PA","","","6902395875390","CS","ชิ้นx1(EA)","แพ็คx6(PA)","","ลังx72(CS)","1","6","","72","0","0","0","69","","","","69","","","","69","","","","55","318","","3744","","","","","","","","","","","","","","","","","Bplus FMCG","ผลิตภัณฑ์ที่ใช้กับร่างกาย","ผลิตภัณฑ์ดูแลผิวหน้า","เมย์เบลลีน","ไม่กำหนดขนาด","บจก. ลอรีอัล (ประเทศไทย)","CR06800068","บจก. ปฐมนคร เค.เอ็ม.พี. (ลอรีอัล)","365","0","","2026/03/11","","","","","","0.35","","","","","","","","","","","","","","0","0","0","0","0","","","","","","","","","","2026/03/11 VOLUME 0.36 FREE 0.0 VALUE 3353.24","","7","","","","","","","","","","","","","","","","0","0","0","0","1","","0","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"เมย์เบลลีน มาสคาร่าไฮเปอร์เคิร์ล 3มล.","8850434278788","EA","6902395835875","PA","","","6902395835967","CS","ชิ้นx1(EA)","แพ็คx6(PA)","","ลังx72(CS)","1","6","","72","0","0","0","","","","","","","","","","","","","49","282","","3312","","","","","","","","","","","","","","","","","Bplus FMCG","ผลิตภัณฑ์ที่ใช้กับร่างกาย","ผลิตภัณฑ์ดูแลผิวหน้า","เมย์เบลลีน","ไม่กำหนดขนาด","บจก. ลอรีอัล (ประเทศไทย)","CR06800068","บจก. ปฐมนคร เค.เอ็ม.พี. (ลอรีอัล)","365","0","","2026/03/11","","","","","","0.27","","","","","","","","","","","","","","0","0","0","0","0.1","","","","","F","","","","","2026/03/11 VOLUME 0.36 FREE 0.0 VALUE 2866.76","","7","","","","","","","","","","","","","","","","0","0","0","0","1","","0","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"เมย์เบลลีน รองพื้นฟิตมีแมทพอร์เลส 120 5มล.","8850434164470","EA","8994993004928","PA","","","6902395716792","CS","ชิ้นx1(EA)","แพ็คx6(PA)","","ลังx72(CS)","1","6","","72","0","0","0","59","","","","59","","","","59","","","","45","264","","3096","","","","","","","","","","","","","","","","","Bplus FMCG","ผลิตภัณฑ์ที่ใช้กับร่างกาย","ผลิตภัณฑ์ดูแลผิวหน้า","เมย์เบลลีน","ไม่กำหนดขนาด","บจก. ลอรีอัล (ประเทศไทย)","CR06800068","บจก. ปฐมนคร เค.เอ็ม.พี. (ลอรีอัล)","365","0","","2026/03/11","","","","","","0.22","","","","","","","","","","","","","","0","0","0","0","0.1","","","","","F","","","","","2026/03/11 VOLUME 0.36 FREE 0.0 VALUE 2866.78","","7","","","","","","","","","","","","","","","","0","0","0","0","1","","0","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"เมย์เบลลีน รองพื้นฟิตมีแมทพอร์เลส 128 5มล.","8850434164487","EA","8994993004942","PA","","","6902395716891","CS","ชิ้นx1(EA)","แพ็คx6(PA)","","ลังx72(CS)","1","6","","72","0","0","0","59","","","","59","","","","59","","","","45","264","","3096","","","","","","","","","","","","","","","","","Bplus FMCG","ผลิตภัณฑ์ที่ใช้กับร่างกาย","ผลิตภัณฑ์ดูแลผิวหน้า","เมย์เบลลีน","ไม่กำหนดขนาด","บจก. ลอรีอัล (ประเทศไทย)","CR06800068","บจก. ปฐมนคร เค.เอ็ม.พี. (ลอรีอัล)","365","0","","2026/03/11","","","","","","0.23","","","","","","","","","","","","","","0","0","0","0","0.1","","","","","F","","","","","2026/03/11 VOLUME 0.36 FREE 0.0 VALUE 2866.76","","7","","","","","","","","","","","","","","","","0","0","0","0","1","","0","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"เมย์เบลลีน รองพื้นฟิตมีแมทพอร์เลส 228 5มล.","8850434181026","EA","6902395717089","PA","","","6902395717096","CS","ชิ้นx1(EA)","แพ็คx6(PA)","","ลังx72(CS)","1","6","","72","0","0","0","59","","","","59","","","","59","","","","45","264","","3096","","","","","","","","","","","","","","","","","Bplus FMCG","ผลิตภัณฑ์ที่ใช้กับร่างกาย","ผลิตภัณฑ์ดูแลผิวหน้า","เมย์เบลลีน","ไม่กำหนดขนาด","บจก. ลอรีอัล (ประเทศไทย)","CR06800068","บจก. ปฐมนคร เค.เอ็ม.พี. (ลอรีอัล)","365","0","","2026/03/11","","","","","","0.32","","","","","","","","","","","","","","0","0","0","0","0.1","","","","","F","","","","","2026/03/11 VOLUME 0.36 FREE 0.0 VALUE 2866.76","","7","","","","","","","","","","","","","","","","0","0","0","0","0","","0","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ลอรีอัล ไกลโคลิคไบรท์โกลว์อิ้งโฟม 100มล.","8994993016532","EA","","","","","8994993016624","CS","ชิ้นx1(EA)","","","ลังx12(CS)","1","","","12","0","0","0","","","","","","","","","","","","","139","","","1644","","","","","","","","","","","","","","","","","Bplus FMCG","ผลิตภัณฑ์ที่ใช้กับร่างกาย","ผลิตภัณฑ์ดูแลผิวหน้า","ลอรีอัลปารีส","ไม่กำหนดขนาด","บจก. ลอรีอัล (ประเทศไทย)","CR06800068","บจก. ปฐมนคร เค.เอ็ม.พี. (ลอรีอัล)","365","0","","2026/03/11","","","","","","1.3","","","","","","","","","","","","","","0","0","0","0","0","","","","","F","","","","","2026/03/11 VOLUME 1.6 FREE 0.0 VALUE 1492.45","","7","","","","","","","","","","","","","","","","0","0","0","0","0","","0","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ลอรีอัล ไกลโคลิคไบรท์ครีมSPF 7มล.","8994993020898","EA","8994993021512","PA","","","010899499302120820011080","CS","ชิ้นx1(EA)","แพ็คx6(PA)","","ลังx144(CS)","1","6","","144","0","0","0","","","","","","","","","","","","","39","222","","5184","","","","","","","","","","","","","","","","","Bplus FMCG","ผลิตภัณฑ์ที่ใช้กับร่างกาย","ผลิตภัณฑ์ดูแลผิวหน้า","ลอรีอัลปารีส","ไม่กำหนดขนาด","บจก. ลอรีอัล (ประเทศไทย)","CR06800068","บจก. ปฐมนคร เค.เอ็ม.พี. (ลอรีอัล)","365","0","","2026/03/11","","","","","","1.92","","","","","","","","","","","","","","0","0","0","0","0.3","","","","","F","","","","","2026/03/11 VOLUME 1.0 FREE 0.0 VALUE 4129.38","","7","","","","","","","","","","","","","","","","0","0","0","0","0","","0","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ลอรีอัล ไกลโคลิคไบรท์เซรั่ม 6มล.","8994993020904","EA","8994993021529","PA","","","8994993021215","CS","ชิ้นx1(EA)","แพ็คx6(PA)","","ลังx144(CS)","1","6","","144","0","0","0","","","","","","","","","48","285","","","45","264","","3096","","","","","","","","","","","","","","","","","Bplus FMCG","ผลิตภัณฑ์ที่ใช้กับร่างกาย","ผลิตภัณฑ์ดูแลผิวหน้า","ลอรีอัลปารีส","ไม่กำหนดขนาด","บจก. ลอรีอัล (ประเทศไทย)","CR06800068","บจก. ปฐมนคร เค.เอ็ม.พี. (ลอรีอัล)","365","1","","2026/03/11","","","","","","1.16","","","","","","","","","","","","","","0","0","0","0","0.1","","","","","F","","","","","2026/03/11 VOLUME 1.0 FREE 0.0 VALUE 4497.39","","7","","","","","","","","","","","","","","","","0","0","0","0","0","","0","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ลอรีอัล ยูวีดีเฟนเดอร์อะควาฟิวชั่นเดลี่วอเตอร์เจล 5.5มล.","8994993028047","EA","8994993028054","PA","","","8994993028061","CS","ชิ้นx1(EA)","แพ็คx6(PA)","","ลังx144(CS)","1","6","","144","0","0","0","","","","","","","","","","","","","39","222","","5184","","","","","","","","","","","","","","","","","Bplus FMCG","ผลิตภัณฑ์ที่ใช้กับร่างกาย","ผลิตภัณฑ์ดูแลผิวหน้า","ลอรีอัลปารีส","ไม่กำหนดขนาด","บจก. ลอรีอัล (ประเทศไทย)","CR06800068","บจก. ปฐมนคร เค.เอ็ม.พี. (ลอรีอัล)","365","0","","2026/03/11","","","","","","0.140","","","","","","","","","","","","","","0","0","0","0","0","","","","","F","","","","","2026/03/11 VOLUME 1.0 FREE 0.0 VALUE 4132.00","","7","","","","","","","","","","","","","","","","0","0","0","0","1","","0","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ลอรีอัล ยูวีดีแมทแอนด์เฟรช 5.5มล.","8994993020959","EA","8994993021574","PA","","","010899499302126020021080","CS","ชิ้นx1(EA)","แพ็คx6(PA)","","ลังx144(CS)","1","6","","144","0","0","0","","","","","","","","","","","","","39","222","","5184","","","","","","","","","","","","","","","","","Bplus FMCG","ผลิตภัณฑ์ที่ใช้กับร่างกาย","ผลิตภัณฑ์ดูแลผิวหน้า","ลอรีอัลปารีส","ไม่กำหนดขนาด","บจก. ลอรีอัล (ประเทศไทย)","CR06800068","บจก. ปฐมนคร เค.เอ็ม.พี. (ลอรีอัล)","365","0","","2026/03/11","","","","","","0.136","","","","","","","","","","","","","","0","0","0","0","0","","","","","F","","","","","2026/03/11 VOLUME 1.0 FREE 0.0 VALUE 3580.37","","7","","","","","","","","","","","","","","","","0","0","0","0","1","","0","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ลอรีอัล ยูวีดีอินวิซิเบิ้ลรีซิส 5.5มล.","8994993022045","EA","8994993022748","PA","","","010899499302205220021080","CS","ชิ้นx1(EA)","แพ็คx6(PA)","","ลังx144(CS)","1","6","","144","0","0","0","","","","","","","","","","","","","39","222","","5184","","","","","","","","","","","","","","","","","Bplus FMCG","ผลิตภัณฑ์ที่ใช้กับร่างกาย","ผลิตภัณฑ์ดูแลผิวหน้า","ลอรีอัลปารีส","ไม่กำหนดขนาด","บจก. ลอรีอัล (ประเทศไทย)","CR06800068","บจก. ปฐมนคร เค.เอ็ม.พี. (ลอรีอัล)","365","0","","2026/03/11","","","","","","0.113","","","","","","","","","","","","","","0","0","0","0","0.2","","","","","F","","","","","2026/03/11 VOLUME 1.0 FREE 0.0 VALUE 3581.09","","7","","","","","","","","","","","","","","","","0","0","0","0","8","","0","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ลอรีอัล รีไวทัลลิฟท์เดย์ครีม SPF35 7มล.","8994993020911","EA","8994993021536","PA","","","010899499302122220011080","CS","ชิ้นx1(EA)","แพ็คx6(PA)","","ลังx144(CS)","1","6","","144","0","0","0","","","","","","","","","","","","","39","222","","5184","","","","","","","","","","","","","","","","","Bplus FMCG","ผลิตภัณฑ์ที่ใช้กับร่างกาย","ผลิตภัณฑ์ดูแลผิวหน้า","ลอรีอัลปารีส","ไม่กำหนดขนาด","บจก. ลอรีอัล (ประเทศไทย)","CR06800068","บจก. ปฐมนคร เค.เอ็ม.พี. (ลอรีอัล)","365","0","","2026/03/11","","","","","","0.108","","","","","","","","","","","","","","0","0","0","0","0.2","","","","","F","","","","","2026/03/11 VOLUME 1.0 FREE 0.0 VALUE 3577.69","","7","","","","","","","","","","","","","","","","0","0","0","0","14","","0","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ลอรีอัล รีไวทัลลิฟท์ทริปเปิลพาวเวอร์ครีม 7มล.","8994993032129","EA","8994993032136","PA","","","010899499303214320001080","CS","ชิ้นx1(EA)","แพ็คx6(PA)","","ลังx144(CS)","1","6","","144","0","0","0","","","","","","","","","47","285","","","39","222","","5184","","","","","","","","","","","","","","","","","Bplus FMCG","ผลิตภัณฑ์ที่ใช้กับร่างกาย","ผลิตภัณฑ์ดูแลผิวหน้า","ลอรีอัลปารีส","ไม่กำหนดขนาด","บจก. ลอรีอัล (ประเทศไทย)","CR06800068","บจก. ปฐมนคร เค.เอ็ม.พี. (ลอรีอัล)","365","1","","2026/03/11","","","","","","1.140","","","","","","","","","","","","","","0","0","0","0","0","","","","","F","","","","","2026/03/11 VOLUME 1.0 FREE 0.0 VALUE 4497.39","","7","","","","","","","","","","","","","","","","0","0","0","0","0","","0","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ลอรีอัล รีไวทัลลิฟท์ทริปเปิลพาวเวอร์เซรั่ม 6มล.","8994993032075","EA","8994993032082","PA","","","010899499303209920001080","CS","ชิ้นx1(EA)","แพ็คx6(PA)","","ลังx144(CS)","1","6","","144","0","0","0","","","","","","","","","48","285","","","45","264","","3096","","","","","","","","","","","","","","","","","Bplus FMCG","ผลิตภัณฑ์ที่ใช้กับร่างกาย","ผลิตภัณฑ์ดูแลผิวหน้า","ลอรีอัลปารีส","ไม่กำหนดขนาด","บจก. ลอรีอัล (ประเทศไทย)","CR06800068","บจก. ปฐมนคร เค.เอ็ม.พี. (ลอรีอัล)","365","1","","2026/03/11","","","","","","0.38","","","","","","","","","","","","","","0","0","0","0","0","","","","","F","","","","","2026/03/11 VOLUME 1.0 FREE 0.0 VALUE 5047.46","","7","","","","","","","","","","","","","","","","0","0","0","0","0","","0","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ลอรีอัล รีไวทัลลิฟท์ไนท์ครีม 7มล.","8994993020928","EA","8994993021543","PA","","","8994993021239","CS","ชิ้นx1(EA)","แพ็คx6(PA)","","ลังx144(CS)","1","6","","144","0","0","0","","","","","","","","","","","","","39","222","","5184","","","","","","","","","","","","","","","","","Bplus FMCG","ผลิตภัณฑ์ที่ใช้กับร่างกาย","ผลิตภัณฑ์ดูแลผิวหน้า","ลอรีอัลปารีส","ไม่กำหนดขนาด","บจก. ลอรีอัล (ประเทศไทย)","CR06800068","บจก. ปฐมนคร เค.เอ็ม.พี. (ลอรีอัล)","365","0","","2026/03/11","","","","","","0.130","","","","","","","","","","","","","","0","0","0","0","0.1","","","","","F","","","","","2026/03/11 VOLUME 1.0 FREE 0.0 VALUE 3578.02","","7","","","","","","","","","","","","","","","","0","0","0","0","3","","0","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ลอรีอัล รีไวทัลลิฟท์โฟมเจล 100มล.","8991380232162","EA","","","","","8994993004720","CS","ชิ้นx1(EA)","","","ลังx12(CS)","1","","","12","0","0","0","","","","","","","","","","","","","129","","","1524","","","","","","","","","","","","","","","","","Bplus FMCG","ผลิตภัณฑ์ที่ใช้กับร่างกาย","ผลิตภัณฑ์ดูแลผิวหน้า","ลอรีอัลปารีส","ไม่กำหนดขนาด","บจก. ลอรีอัล (ประเทศไทย)","CR06800068","บจก. ปฐมนคร เค.เอ็ม.พี. (ลอรีอัล)","365","0","","2026/03/11","","","","","","1.0","","","","","","","","","","","","","","0","0","0","0","0","","","","","F","","","","","2026/03/11 VOLUME 1.6 FREE 0.0 VALUE 1417.05","","7","","","","","","","","","","","","","","","","0","0","0","0","0","","0","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ลอรีอัล รีไวทัลลิฟท์ไฮยาครีมครีมไนท์ 7มล.","8994993028221","EA","8994993028238","PA","","","8994993028245","CS","ชิ้นx1(EA)","แพ็คx6(PA)","","ลังx144(CS)","1","6","","144","0","0","0","","","","","","","","","","","","","39","222","","5184","","","","","","","","","","","","","","","","","Bplus FMCG","ผลิตภัณฑ์ที่ใช้กับร่างกาย","ผลิตภัณฑ์ดูแลผิวหน้า","ลอรีอัลปารีส","ไม่กำหนดขนาด","บจก. ลอรีอัล (ประเทศไทย)","CR06800068","บจก. ปฐมนคร เค.เอ็ม.พี. (ลอรีอัล)","365","0","","2026/03/11","","","","","","0.128","","","","","","","","","","","","","","0","0","0","0","0.1","","","","","F","","","","","2026/03/11 VOLUME 1.0 FREE 0.0 VALUE 4497.54","","7","","","","","","","","","","","","","","","","0","0","0","0","6","","0","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ลอรีอัล รีไวทัลลิฟท์ไฮยาลูรอนเซรั่ม 6มล.","8994993020935","EA","8994993021550","PA","","","8994993021246","CS","ชิ้นx1(EA)","แพ็คx6(PA)","","ลังx144(CS)","1","6","","144","0","0","0","","","","","","","","","","","","","45","264","","3096","","","","","","","","","","","","","","","","","Bplus FMCG","ผลิตภัณฑ์ที่ใช้กับร่างกาย","ผลิตภัณฑ์ดูแลผิวหน้า","ลอรีอัลปารีส","ไม่กำหนดขนาด","บจก. ลอรีอัล (ประเทศไทย)","CR06800068","บจก. ปฐมนคร เค.เอ็ม.พี. (ลอรีอัล)","365","0","","2026/03/11","","","","","","0.115","","","","","","","","","","","","","","0","0","0","0","0.2","","","","","F","","","","","2026/03/11 VOLUME 1.0 FREE 0.0 VALUE 5047.46","","7","","","","","","","","","","","","","","","","0","0","0","0","4","","0","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
